Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	cont_mole_scaler	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_proportional_rates[4]	mole_proportional_rates[5]	mole_proportional_rates[6]	mole_proportional_rates[7]	mole_proportional_rates[8]	mole_proportional_rates[9]	mole_proportional_rates[10]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	mole_relative_rates[4]	mole_relative_rates[5]	mole_relative_rates[6]	mole_relative_rates[7]	mole_relative_rates[8]	mole_relative_rates[9]	mole_relative_rates[10]	morph_mole_scaler	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	prop_rates[1]	prop_rates[2]	prop_rates[3]	prop_rates[4]	prop_rates[5]	prop_rates[6]	prop_rates[7]	prop_rates[8]	rel_rates[1]	rel_rates[2]	rel_rates[3]	rel_rates[4]	rel_rates[5]	rel_rates[6]	rel_rates[7]	rel_rates[8]	Tl
2946	-95353.97	-95335.54	-18.43294	0.519576	1.23752	0.614079	0.372655	0.838228	0.704904	0.0701589	0.669478	0.843416	0.928294	26.834	0.267542	0.411957	0.0219407	0.0217478	0.0465473	0.0819119	0.0140217	0.023262	0.0401588	0.0709102	2.67542	4.11957	0.219407	0.217478	0.465473	0.819119	0.140217	0.23262	0.401588	0.709102	4.940525	0.7259311	0.0797335	0.375512	0.934111	2.61064	0.0569742	0.0194937	0.364217	0.0151819	0.17028	0.087703	0.27319	0.0129602	0.455794	0.15595	2.91373	0.121455	1.36224	0.701624	2.18552	0.103681	5.618212
2947	-95368.99	-95351.19	-17.80145	0.519576	1.16025	0.614079	0.372655	0.799142	0.704904	0.0754706	0.669478	0.690029	0.928294	26.834	0.270614	0.402368	0.0221926	0.0219975	0.0475099	0.0828524	0.0165925	0.0235291	0.0406198	0.0717244	2.70614	4.02368	0.221926	0.219975	0.475099	0.828524	0.165925	0.235291	0.406198	0.717244	4.716093	0.7259311	0.0797335	0.375512	0.934111	2.61064	0.0578353	0.0196638	0.367394	0.0153143	0.162677	0.0884682	0.275574	0.0130732	0.462682	0.15731	2.93916	0.122515	1.30142	0.707746	2.20459	0.104586	5.603948
2948	-95351.02	-95332.39	-18.62918	0.573252	1.09363	0.809366	0.372655	0.838606	0.704904	0.0754706	0.609126	0.811534	0.928294	26.834	0.280022	0.397178	0.0219064	0.0217138	0.0468971	0.0817837	0.0163785	0.0232256	0.0400959	0.0707992	2.80022	3.97178	0.219064	0.217138	0.468971	0.817837	0.163785	0.232256	0.400959	0.707992	4.716093	0.8942325	0.115398	0.442478	0.979997	2.46213	0.0578353	0.0196638	0.367394	0.0153143	0.162677	0.0884682	0.275574	0.0130732	0.462682	0.15731	2.93916	0.122515	1.30142	0.707746	2.20459	0.104586	5.658426
2949	-95353.04	-95334.35	-18.69301	0.563145	1.09363	0.809366	0.414583	0.838606	0.705856	0.0754706	0.609126	0.811534	0.928294	27.11743	0.28082	0.398309	0.0219688	0.0217757	0.0470306	0.0822848	0.0133085	0.0232918	0.0402101	0.0710009	2.8082	3.98309	0.219688	0.217757	0.470306	0.822848	0.133085	0.232918	0.402101	0.710009	4.55752	0.8942325	0.115398	0.442478	0.979997	2.46213	0.0581038	0.0197551	0.3691	0.0144961	0.163432	0.0851252	0.276853	0.0131339	0.46483	0.158041	2.9528	0.115969	1.30746	0.681001	2.21482	0.105072	5.649046
2950	-95348.72	-95329.45	-19.2669	0.563145	1.09363	0.809366	0.414583	0.838606	0.705856	0.0250321	0.617738	0.811534	1.01588	26.53007	0.280102	0.397291	0.021866	0.02172	0.0469104	0.0820744	0.0132744	0.0225091	0.0401073	0.0741458	2.80102	3.97291	0.21866	0.2172	0.469104	0.820744	0.132744	0.225091	0.401073	0.741458	5.364965	0.8942325	0.115398	0.442478	0.979997	2.46213	0.0611243	0.020782	0.350538	0.0152497	0.157693	0.0895504	0.291245	0.0138167	0.488994	0.166256	2.80431	0.121997	1.26155	0.716403	2.32996	0.110534	5.679851
2951	-95346.54	-95326.95	-19.59378	0.561635	1.17551	0.71732	0.414583	0.819819	0.705856	0.0250321	0.617738	0.748455	1.05743	26.53007	0.282775	0.391146	0.0220747	0.0219273	0.0473581	0.0828578	0.0136753	0.0227239	0.0406081	0.0748534	2.82775	3.91146	0.220747	0.219273	0.473581	0.828578	0.136753	0.227239	0.406081	0.748534	5.729656	0.8942325	0.115398	0.442478	0.979997	2.46213	0.0609899	0.0207363	0.349768	0.017415	0.157346	0.0893535	0.290605	0.0137863	0.487919	0.165891	2.79814	0.13932	1.25877	0.714828	2.32484	0.110291	5.681268
2952	-95355.38	-95337.79	-17.59176	0.561635	1.13864	0.71732	0.414583	0.851136	0.705856	0.0250321	0.598214	0.740758	0.87486	25.10702	0.279416	0.392736	0.0216725	0.0219859	0.0475507	0.0831947	0.0137309	0.0237824	0.0407732	0.0751578	2.79416	3.92736	0.216725	0.219859	0.475507	0.831947	0.137309	0.237824	0.407732	0.751578	5.486129	0.8942325	0.115398	0.442478	0.979997	2.46213	0.0609899	0.0207363	0.349768	0.017415	0.157346	0.0893535	0.290605	0.0137863	0.487919	0.165891	2.79814	0.13932	1.25877	0.714828	2.32484	0.110291	5.669258
2953	-95368.8	-95350.18	-18.62196	0.561635	1.13864	0.71732	0.395183	0.851136	0.720279	0.0250321	0.598214	0.649226	0.87486	26.56913	0.279813	0.393294	0.0217033	0.0220171	0.0462097	0.0833129	0.0137504	0.0238037	0.0408311	0.0752646	2.79813	3.93294	0.217033	0.220171	0.462097	0.833129	0.137504	0.238037	0.408311	0.752646	4.607944	1.135031	0.163082	0.513889	1.01921	2.30382	0.0615052	0.0209115	0.352723	0.0175621	0.150228	0.0901084	0.29306	0.0139028	0.492041	0.167292	2.82178	0.140497	1.20182	0.720867	2.34448	0.111222	5.723535
2954	-95367.92	-95350.19	-17.7285	0.561635	1.13864	0.71732	0.376292	0.750188	0.720279	0.0250321	0.664819	0.649226	0.87486	26.56913	0.271877	0.405924	0.019685	0.0221076	0.0498826	0.0809499	0.0133604	0.0231286	0.039955	0.0731299	2.71877	4.05924	0.19685	0.221076	0.498826	0.809499	0.133604	0.231286	0.39955	0.731299	3.72464	1.135031	0.163082	0.513889	1.01921	2.30382	0.0615052	0.0209115	0.352723	0.0175621	0.150228	0.0901084	0.29306	0.0139028	0.492041	0.167292	2.82178	0.140497	1.20182	0.720867	2.34448	0.111222	5.727844
2955	-95382.61	-95363.81	-18.80108	0.561635	1.13864	0.699239	0.376292	0.667539	0.720279	0.0250321	0.664819	0.772322	0.87486	26.88632	0.272792	0.407291	0.0197512	0.0221821	0.045826	0.0812225	0.0143527	0.0246444	0.0385623	0.0733761	2.72792	4.07291	0.197512	0.221821	0.45826	0.812225	0.143527	0.246444	0.385623	0.733761	3.995031	0.9641456	0.129746	0.465703	0.993795	2.41076	0.0614304	0.0208861	0.352294	0.0175408	0.150045	0.0912135	0.292704	0.0138859	0.491444	0.167089	2.81835	0.140326	1.20036	0.729708	2.34163	0.111087	5.774107
2956	-95387.71	-95369.99	-17.72396	0.561635	1.16783	0.621642	0.375316	0.807954	0.720279	0.050942	0.760532	0.772322	0.87486	26.02688	0.273638	0.403346	0.0198125	0.0222509	0.0473773	0.0814745	0.0150936	0.0247209	0.038682	0.0736038	2.73638	4.03346	0.198125	0.222509	0.473773	0.814745	0.150936	0.247209	0.38682	0.736038	3.995031	1.127617	0.161691	0.512014	1.0183	2.30799	0.057028	0.020759	0.352643	0.017434	0.156755	0.0906582	0.290922	0.0138014	0.456224	0.166072	2.82114	0.139472	1.25404	0.725266	2.32738	0.110411	5.731075
2957	-95373.49	-95355.9	-17.58409	0.56048	1.16783	0.621642	0.375316	0.807954	0.675635	0.0487188	0.760532	0.674849	0.87486	25.81804	0.270657	0.404657	0.019877	0.0223232	0.0475314	0.0817394	0.0151427	0.0254213	0.0388078	0.0738431	2.70657	4.04657	0.19877	0.223232	0.475314	0.817394	0.151427	0.254213	0.388078	0.738431	4.408459	1.127617	0.161691	0.512014	1.0183	2.30799	0.0578419	0.0210552	0.357676	0.0176828	0.158992	0.0968556	0.275656	0.0142407	0.462735	0.168442	2.8614	0.141463	1.27194	0.774844	2.20525	0.113926	5.711178
2958	-95369.02	-95350.86	-18.15999	0.56048	1.16783	0.621642	0.375316	0.807954	0.683284	0.0160792	0.677908	0.674849	0.87486	25.27549	0.266157	0.419436	0.0200136	0.0215128	0.0458555	0.0788574	0.0149643	0.024525	0.0374395	0.0712395	2.66157	4.19436	0.200136	0.215128	0.458555	0.788574	0.149643	0.24525	0.374395	0.712395	5.276616	1.127617	0.161691	0.512014	1.0183	2.30799	0.0578419	0.0210552	0.357676	0.0176828	0.158992	0.0968556	0.275656	0.0142407	0.462735	0.168442	2.8614	0.141463	1.27194	0.774844	2.20525	0.113926	5.746969
2959	-95376.32	-95357.59	-18.73716	0.56048	1.032	0.621642	0.375316	0.807954	0.74513	0.00746783	0.67724	0.674849	0.87486	25.12452	0.271193	0.406971	0.0204499	0.0205637	0.0468553	0.0805768	0.0152906	0.0254675	0.0398386	0.0727928	2.71193	4.06971	0.204499	0.205637	0.468553	0.805768	0.152906	0.254675	0.398386	0.727928	5.171372	1.127617	0.161691	0.512014	1.0183	2.30799	0.0620651	0.0222883	0.356813	0.0176402	0.158609	0.093386	0.274992	0.0142064	0.496521	0.178306	2.85451	0.141122	1.26887	0.747088	2.19993	0.113651	5.838633
2960	-95369.11	-95348.42	-20.69657	0.581665	1.032	0.679034	0.375316	0.807954	0.74513	0.00551616	0.685717	0.674849	1.10593	25.044	0.271422	0.407314	0.0204672	0.020581	0.0468948	0.0806447	0.0144343	0.025489	0.0398989	0.0728541	2.71422	4.07314	0.204672	0.20581	0.468948	0.806447	0.144343	0.25489	0.398989	0.728541	5.725574	0.7840136	0.0921527	0.400617	0.952425	2.55481	0.0611716	0.0235728	0.351677	0.0175157	0.168986	0.0920417	0.271033	0.0140019	0.489373	0.188583	2.81342	0.140126	1.35189	0.736334	2.16826	0.112015	5.955588
2961	-95371.54	-95354.84	-16.70102	0.581665	1.07383	0.679034	0.375316	0.807954	0.74513	0.00551616	0.68786	0.674849	1.10593	24.43915	0.273793	0.405475	0.0200545	0.0207608	0.0473044	0.0813491	0.0143104	0.0257116	0.037751	0.0734905	2.73793	4.05475	0.200545	0.207608	0.473044	0.813491	0.143104	0.257116	0.37751	0.734905	5.465533	0.7840136	0.0921527	0.400617	0.952425	2.55481	0.0611716	0.0235728	0.351677	0.0175157	0.168986	0.0920417	0.271033	0.0140019	0.489373	0.188583	2.81342	0.140126	1.35189	0.736334	2.16826	0.112015	5.638125
2962	-95371.16	-95354.09	-17.06832	0.581665	1.07383	0.679034	0.375316	0.836241	0.742977	0.00551616	0.68786	0.584961	1.10593	24.87773	0.272544	0.403626	0.023004	0.0206661	0.0470887	0.0792333	0.0142451	0.0255944	0.0408428	0.0731554	2.72544	4.03626	0.23004	0.206661	0.470887	0.792333	0.142451	0.255944	0.408428	0.731554	5.533211	0.7840136	0.0921527	0.400617	0.952425	2.55481	0.0614387	0.0246135	0.353212	0.0170241	0.164988	0.0924436	0.272216	0.0140631	0.49151	0.196908	2.8257	0.136193	1.31991	0.739548	2.17773	0.112504	5.630604
2963	-95356.97	-95339.46	-17.51444	0.502577	1.08213	0.679034	0.375316	0.836241	0.742977	0.00482969	0.68786	0.69393	1.10593	24.40982	0.277934	0.398784	0.022728	0.0204182	0.0465238	0.0782828	0.014981	0.0252874	0.0403529	0.0747078	2.77934	3.98784	0.22728	0.204182	0.465238	0.782828	0.14981	0.252874	0.403529	0.747078	6.042562	0.7840136	0.0921527	0.400617	0.952425	2.55481	0.0611626	0.0245029	0.351625	0.0169476	0.164247	0.0920281	0.275585	0.0139025	0.489301	0.196023	2.813	0.135581	1.31397	0.736225	2.20468	0.11122	5.667323
2964	-95356.1	-95337.56	-18.54648	0.502577	1.14472	0.575782	0.375316	0.836241	0.742977	0.00482969	0.640943	0.69393	1.10339	25.40815	0.286641	0.391034	0.0222863	0.0211347	0.0456197	0.0771199	0.0146899	0.0247959	0.0434223	0.073256	2.86641	3.91034	0.222863	0.211347	0.456197	0.771199	0.146899	0.247959	0.434223	0.73256	5.780287	0.7840136	0.0921527	0.400617	0.952425	2.55481	0.0624317	0.0250113	0.358921	0.0157773	0.167655	0.0939377	0.262075	0.014191	0.499454	0.200091	2.87137	0.126219	1.34124	0.751501	2.0966	0.113528	5.705935
2965	-95365.1	-95345.69	-19.41164	0.500946	1.14472	0.603281	0.389888	0.836241	0.742977	0.00482969	0.73891	0.699095	0.899766	26.37219	0.283459	0.386693	0.0220389	0.0221936	0.0506069	0.0819013	0.0145268	0.0245207	0.0416171	0.0724427	2.83459	3.86693	0.220389	0.221936	0.506069	0.819013	0.145268	0.245207	0.416171	0.724427	5.495592	0.7213182	0.0787464	0.373417	0.932519	2.61532	0.0614608	0.0244794	0.36052	0.0158476	0.168401	0.0917949	0.263242	0.0142542	0.491687	0.195835	2.88416	0.126781	1.34721	0.73436	2.10594	0.114034	5.730522
2966	-95372.81	-95354.71	-18.09469	0.500946	1.14472	0.603281	0.389888	0.774488	0.742977	0.00883033	0.626803	0.745631	1.06002	24.49611	0.277528	0.405228	0.021928	0.0217292	0.0495481	0.0762354	0.0134133	0.0227166	0.0407463	0.070927	2.77528	4.05228	0.21928	0.217292	0.495481	0.762354	0.134133	0.227166	0.407463	0.70927	5.587701	0.7980578	0.0951454	0.406351	0.956415	2.54209	0.0612652	0.0263928	0.359372	0.0157971	0.167865	0.0915027	0.263596	0.0142088	0.490121	0.211143	2.87497	0.126377	1.34292	0.732022	2.10877	0.113671	5.773529
2967	-95386.47	-95367.51	-18.96395	0.500946	1.14472	0.603281	0.389888	0.774488	0.742977	0.0644153	0.626803	0.745631	1.06002	25.07372	0.277309	0.404909	0.0219108	0.0217121	0.0473498	0.0761754	0.0134027	0.0226987	0.0394891	0.0750432	2.77309	4.04909	0.219108	0.217121	0.473498	0.761754	0.134027	0.226987	0.394891	0.750432	5.718936	0.7136896	0.0771144	0.369918	0.929838	2.62313	0.0671451	0.0262573	0.357527	0.0146561	0.167003	0.0910329	0.262243	0.0141359	0.537161	0.210058	2.86021	0.117249	1.33603	0.728263	2.09794	0.113087	5.784014
2968	-95382.39	-95362.79	-19.59131	0.500946	1.14472	0.603281	0.389888	0.774488	0.742977	0.0644153	0.626803	0.745631	1.06002	25.61922	0.278627	0.406833	0.0201354	0.0218153	0.0465719	0.0765373	0.0136331	0.0228065	0.0376415	0.0753997	2.78627	4.06833	0.201354	0.218153	0.465719	0.765373	0.136331	0.228065	0.376415	0.753997	7.01759	0.6647009	0.0666703	0.346388	0.911051	2.67589	0.075474	0.0254038	0.345905	0.0141797	0.171091	0.0833871	0.272093	0.0124663	0.603792	0.20323	2.76724	0.113437	1.36873	0.667097	2.17675	0.0997302	5.662333
2969	-95367.24	-95348.87	-18.36711	0.500946	1.14472	0.603281	0.367345	0.747024	0.742977	0.0644153	0.692976	0.745631	1.06002	25.71004	0.265815	0.413915	0.020486	0.022195	0.0473826	0.0778697	0.0138704	0.0234569	0.0382968	0.0767123	2.65815	4.13915	0.20486	0.22195	0.473826	0.778697	0.138704	0.234569	0.382968	0.767123	7.605428	0.6647009	0.0666703	0.346388	0.911051	2.67589	0.0690866	0.0255793	0.348294	0.0142776	0.172273	0.0839632	0.273973	0.0125524	0.552693	0.204634	2.78636	0.114221	1.37819	0.671706	2.19179	0.100419	5.470431
2970	-95373.18	-95355.8	-17.38434	0.484212	1.17773	0.801534	0.367345	0.747024	0.683143	0.0644153	0.692976	0.741814	0.959687	25.80733	0.264632	0.412073	0.0203948	0.0220962	0.0516233	0.077523	0.0138086	0.0233525	0.0381263	0.0763708	2.64632	4.12073	0.203948	0.220962	0.516233	0.77523	0.138086	0.233525	0.381263	0.763708	6.569311	0.6647009	0.0666703	0.346388	0.911051	2.67589	0.0688962	0.0255088	0.347335	0.0169937	0.171799	0.0837319	0.273218	0.0125178	0.55117	0.20407	2.77868	0.13595	1.37439	0.669855	2.18575	0.100142	5.460983
2971	-95370.22	-95353.42	-16.80108	0.517616	1.17773	0.801534	0.367345	0.747024	0.737749	0.0644153	0.692976	0.727419	0.959687	25.83906	0.26201	0.423043	0.0201927	0.0216062	0.0445521	0.0784395	0.0136719	0.0231212	0.0377486	0.0756143	2.6201	4.23043	0.201927	0.216062	0.445521	0.784395	0.136719	0.231212	0.377486	0.756143	5.182861	0.588684	0.0507828	0.305923	0.875434	2.76786	0.0650233	0.0256149	0.348779	0.0170644	0.172513	0.0840801	0.274355	0.0125699	0.520186	0.204919	2.79024	0.136515	1.38011	0.672641	2.19484	0.100559	5.530767
2972	-95362.41	-95344.87	-17.54086	0.517616	1.05251	0.801534	0.367345	0.726007	0.699711	0.0644153	0.692976	0.727419	0.930248	25.50479	0.259096	0.420648	0.0206296	0.0220736	0.045516	0.077435	0.0151654	0.0236214	0.0385654	0.0772503	2.59096	4.20648	0.206296	0.220736	0.45516	0.77435	0.151654	0.236214	0.385654	0.772503	5.933997	0.9056235	0.11776	0.446423	0.982415	2.4534	0.0650233	0.0256149	0.348779	0.0170644	0.172513	0.0840801	0.274355	0.0125699	0.520186	0.204919	2.79024	0.136515	1.38011	0.672641	2.19484	0.100559	5.584429
2973	-95346.52	-95331.5	-15.02924	0.517616	0.980624	0.801534	0.367345	0.697689	0.625489	0.0644153	0.692976	0.727419	0.930248	24.81452	0.258915	0.417443	0.0206152	0.0220582	0.0454842	0.0803962	0.0151548	0.0241983	0.0385384	0.0771963	2.58915	4.17443	0.206152	0.220582	0.454842	0.803962	0.151548	0.241983	0.385384	0.771963	4.550875	0.9994682	0.136848	0.476592	0.999912	2.38665	0.0667494	0.0262949	0.358038	0.0175174	0.159695	0.0863122	0.27249	0.0129036	0.533995	0.210359	2.86431	0.140139	1.27756	0.690497	2.17992	0.103229	5.558049
2974	-95365.16	-95348.18	-16.98288	0.544893	1.1195	0.801534	0.367345	0.697689	0.633406	0.0644153	0.636761	0.727419	0.978622	24.81452	0.259613	0.420506	0.0207664	0.02222	0.0473572	0.0700563	0.015266	0.0266255	0.0398266	0.0777627	2.59613	4.20506	0.207664	0.2222	0.473572	0.700563	0.15266	0.266255	0.398266	0.777627	5.095521	0.9994682	0.136848	0.476592	0.999912	2.38665	0.0667494	0.0262949	0.358038	0.0175174	0.159695	0.0863122	0.27249	0.0129036	0.533995	0.210359	2.86431	0.140139	1.27756	0.690497	2.17992	0.103229	5.682326
2975	-95368.75	-95351.34	-17.40592	0.544893	1.1195	0.801534	0.402447	0.683274	0.633406	0.0644153	0.645231	0.727419	0.986225	25.9936	0.294855	0.400062	0.0200159	0.0212901	0.0450547	0.0674033	0.0145238	0.025331	0.0378903	0.0735739	2.94855	4.00062	0.200159	0.212901	0.450547	0.674033	0.145238	0.25331	0.378903	0.735739	5.095521	0.9994682	0.136848	0.476592	0.999912	2.38665	0.0678326	0.0267216	0.363849	0.0178017	0.162286	0.0877128	0.260684	0.013113	0.542661	0.213773	2.91079	0.142414	1.29829	0.701703	2.08547	0.104904	5.603046
2976	-95357.77	-95341.46	-16.31781	0.544893	1.1195	0.623435	0.402447	0.683274	0.633406	0.0756199	0.645231	0.831444	0.986225	25.9936	0.299461	0.384692	0.0207221	0.0220413	0.0466445	0.0697816	0.0150363	0.0262248	0.0392272	0.0761699	2.99461	3.84692	0.207221	0.220413	0.466445	0.697816	0.150363	0.262248	0.392272	0.761699	4.533672	0.7980701	0.095148	0.406356	0.956419	2.54208	0.0640646	0.0252373	0.393896	0.0169926	0.153271	0.0879506	0.246203	0.0123846	0.512517	0.201898	3.15117	0.135941	1.22617	0.703605	1.96962	0.0990765	5.556707
2977	-95358.49	-95340.28	-18.2072	0.544893	1.1195	0.668674	0.402447	0.683274	0.693688	0.0756199	0.814137	0.86146	0.986225	26.22175	0.300829	0.38394	0.0206816	0.0219983	0.0465534	0.0696453	0.0150069	0.0261736	0.0391506	0.0760211	3.00829	3.8394	0.206816	0.219983	0.465534	0.696453	0.150069	0.261736	0.391506	0.760211	5.870895	0.7980701	0.095148	0.406356	0.956419	2.54208	0.0640104	0.0260612	0.393563	0.0169783	0.153142	0.0878763	0.245995	0.0123741	0.512084	0.20849	3.1485	0.135826	1.22514	0.70301	1.96796	0.0989927	5.558665
2978	-95366.68	-95349.74	-16.94228	0.560879	1.07141	0.668674	0.375003	0.683274	0.693688	0.0756199	0.814137	0.790961	0.986225	25.73834	0.30289	0.380123	0.0208233	0.0215062	0.0497535	0.0701223	0.0151097	0.0260977	0.0394187	0.0741559	3.0289	3.80123	0.208233	0.215062	0.497535	0.701223	0.151097	0.260977	0.394187	0.741559	5.482339	0.7980701	0.095148	0.406356	0.956419	2.54208	0.0640104	0.0260612	0.393563	0.0169783	0.153142	0.0878763	0.245995	0.0123741	0.512084	0.20849	3.1485	0.135826	1.22514	0.70301	1.96796	0.0989927	5.532374
2979	-95369.6	-95353.32	-16.28097	0.569963	1.13855	0.689876	0.387702	0.683274	0.693688	0.0756199	0.744564	0.790961	0.986225	25.62253	0.30084	0.37755	0.0206823	0.0213606	0.0494167	0.0696476	0.0150074	0.0259211	0.0459205	0.0736539	3.0084	3.7755	0.206823	0.213606	0.494167	0.696476	0.150074	0.259211	0.459205	0.736539	4.616034	0.7980701	0.095148	0.406356	0.956419	2.54208	0.0596299	0.0242777	0.365037	0.0158164	0.142662	0.0926722	0.288378	0.0115273	0.477039	0.194222	2.9203	0.126531	1.14129	0.741378	2.30702	0.0922181	5.560399
2980	-95367.85	-95351.51	-16.33955	0.569963	1.10794	0.689876	0.387702	0.683274	0.693688	0.0756199	0.744564	0.848476	0.986225	26.19223	0.30261	0.379772	0.0206735	0.0214863	0.0497076	0.0700576	0.0150958	0.0252975	0.0414804	0.0738188	3.0261	3.79772	0.206735	0.214863	0.497076	0.700576	0.150958	0.252975	0.414804	0.738188	4.379736	0.7980701	0.095148	0.406356	0.956419	2.54208	0.0596299	0.0242777	0.365037	0.0158164	0.142662	0.0926722	0.288378	0.0115273	0.477039	0.194222	2.9203	0.126531	1.14129	0.741378	2.30702	0.0922181	5.530226
2981	-95371.87	-95355.9	-15.97376	0.569963	1.10794	0.689876	0.387702	0.684884	0.678463	0.0424089	0.744564	0.889934	1.0021	26.19223	0.279176	0.401618	0.0203534	0.0212093	0.0490667	0.0691544	0.0142498	0.0249714	0.0409457	0.0792548	2.79176	4.01618	0.203534	0.212093	0.490667	0.691544	0.142498	0.249714	0.409457	0.792548	4.77543	0.7980701	0.095148	0.406356	0.956419	2.54208	0.0597573	0.0221928	0.365817	0.0158502	0.142966	0.0928702	0.288994	0.0115519	0.478058	0.177543	2.92654	0.126801	1.14373	0.742962	2.31195	0.0924152	5.453027
2982	-95355.6	-95337.02	-18.57647	0.569963	1.10794	0.689876	0.387702	0.684884	0.768586	0.0424089	0.744564	0.770591	1.05205	28.03097	0.277645	0.399414	0.0202417	0.021093	0.0538116	0.0687749	0.0146445	0.0248344	0.040721	0.0788199	2.77645	3.99414	0.202417	0.21093	0.538116	0.687749	0.146445	0.248344	0.40721	0.788199	5.935573	0.7980701	0.095148	0.406356	0.956419	2.54208	0.0607819	0.0225734	0.35485	0.0161219	0.145418	0.0944627	0.29395	0.0118432	0.486256	0.180587	2.8388	0.128975	1.16334	0.755701	2.3516	0.0947455	5.411337
2983	-95370.03	-95352.59	-17.44542	0.543825	1.10794	0.562864	0.387702	0.698506	0.768586	0.0424089	0.744564	0.689659	1.05205	28.28283	0.277928	0.399822	0.0202624	0.0211145	0.0499975	0.071693	0.0146594	0.0248597	0.0407626	0.0789004	2.77928	3.99822	0.202624	0.211145	0.499975	0.71693	0.146594	0.248597	0.407626	0.789004	4.898739	0.7980701	0.095148	0.406356	0.956419	2.54208	0.0601966	0.022356	0.351432	0.0159667	0.153648	0.093553	0.291119	0.0117291	0.481573	0.178848	2.81146	0.127733	1.22918	0.748424	2.32895	0.0938331	5.398775
2984	-95346.72	-95329.42	-17.30099	0.538623	1.04795	0.562864	0.387702	0.686725	0.768586	0.0669621	0.744564	0.689659	1.05205	26.65458	0.277988	0.399908	0.0202667	0.0209048	0.0500082	0.0717084	0.0146626	0.0248651	0.0407713	0.0789173	2.77988	3.99908	0.202667	0.209048	0.500082	0.717084	0.146626	0.248651	0.407713	0.789173	4.808857	0.7980701	0.095148	0.406356	0.956419	2.54208	0.0588222	0.0223887	0.351946	0.01599	0.153873	0.0936898	0.291544	0.0117463	0.470578	0.179109	2.81557	0.12792	1.23098	0.749518	2.33236	0.0939703	5.561388
2985	-95353.2	-95336.97	-16.22922	0.483993	1.04795	0.562864	0.387702	0.733562	0.768586	0.0669621	0.588694	0.689659	1.05205	26.65458	0.281095	0.404378	0.0204933	0.0211384	0.0426372	0.0725099	0.0148265	0.0258096	0.0373128	0.0797994	2.81095	4.04378	0.204933	0.211384	0.426372	0.725099	0.148265	0.258096	0.373128	0.797994	4.628106	0.8204469	0.0999016	0.415238	0.962463	2.5224	0.0588222	0.0223887	0.351946	0.01599	0.153873	0.0936898	0.291544	0.0117463	0.470578	0.179109	2.81557	0.12792	1.23098	0.749518	2.33236	0.0939703	5.488652
2986	-95362.44	-95345.76	-16.67559	0.483993	1.11226	0.562864	0.387702	0.733562	0.768586	0.0669621	0.588694	0.689659	1.05205	25.84752	0.282102	0.404895	0.0213553	0.0212141	0.0427899	0.0727696	0.0146483	0.0259021	0.0360383	0.0782856	2.82102	4.04895	0.213553	0.212141	0.427899	0.727696	0.146483	0.259021	0.360383	0.782856	4.628106	0.76445	0.0879749	0.392418	0.946596	2.57301	0.0576344	0.0219366	0.344839	0.0156671	0.170958	0.0917979	0.285657	0.0115091	0.461075	0.175493	2.75871	0.125337	1.36767	0.734383	2.28526	0.0920727	5.607564
2987	-95347.26	-95328.78	-18.47488	0.483993	1.07916	0.585284	0.387702	0.733562	0.768586	0.0669621	0.588694	0.689659	0.949465	26.549	0.283711	0.407205	0.0193928	0.0213352	0.043034	0.0719493	0.0147385	0.0250763	0.0362439	0.077314	2.83711	4.07205	0.193928	0.213352	0.43034	0.719493	0.147385	0.250763	0.362439	0.77314	5.371172	1.095572	0.155619	0.503707	1.01419	2.32648	0.0605009	0.021971	0.341034	0.0156917	0.171227	0.0919421	0.286106	0.0115272	0.484007	0.175768	2.72827	0.125534	1.36982	0.735537	2.28885	0.0922174	5.654365
2988	-95358.65	-95339.81	-18.84034	0.483993	1.07916	0.585284	0.366143	0.722656	0.768586	0.0669621	0.637726	0.71676	1.07654	26.28352	0.290314	0.401039	0.0190992	0.0210121	0.0423823	0.0736489	0.0147075	0.0258397	0.0359419	0.0760158	2.90314	4.01039	0.190992	0.210121	0.423823	0.736489	0.147075	0.258397	0.359419	0.760158	5.371172	1.228239	0.180133	0.536039	1.02949	2.25434	0.0605009	0.021971	0.341034	0.0156917	0.171227	0.0919421	0.286106	0.0115272	0.484007	0.175768	2.72827	0.125534	1.36982	0.735537	2.28885	0.0922174	5.700384
2989	-95365.66	-95345.65	-20.00858	0.483993	1.07916	0.585284	0.366143	0.770065	0.769286	0.0669621	0.637726	0.71676	1.07654	26.28352	0.274417	0.423677	0.0199403	0.020289	0.0409239	0.0711146	0.0142014	0.0249505	0.0370862	0.0734	2.74417	4.23677	0.199403	0.20289	0.409239	0.711146	0.142014	0.249505	0.370862	0.734	4.792793	1.228239	0.180133	0.536039	1.02949	2.25434	0.0651097	0.0209071	0.339716	0.0156311	0.170565	0.0915869	0.285001	0.0114826	0.520878	0.167257	2.71773	0.125049	1.36452	0.732695	2.28001	0.0918611	5.870235
